-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/1984 through 12/31/2020 
Location: Latitude  35.0309   Longitude 24.8335 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) 
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,T2M_MIN,T2M_MAX,T2M,ALLSKY_SFC_SW_DWN
2011,5,27,23.19,17.7,21.19,19.33,5.0
2011,5,28,25.87,17.81,20.3,18.87,6.14
2011,5,29,0.0,17.74,23.67,20.34,7.69
2011,5,30,0.0,17.32,23.19,20.36,7.79
2011,5,31,0.0,17.68,24.01,20.96,7.53
2011,6,1,0.0,18.97,24.83,21.96,7.91
2011,6,2,0.01,19.02,26.58,22.83,7.16
2011,6,3,0.12,19.79,26.75,22.97,7.45
2011,6,4,0.02,19.73,27.67,23.56,7.21
2011,6,5,0.0,19.56,27.06,23.33,7.39
2011,6,6,0.0,19.99,29.74,24.91,7.79
2011,6,7,0.0,21.7,30.28,25.65,6.75
2011,6,8,0.5,22.98,28.34,25.08,6.49
2011,6,9,0.45,23.12,31.34,27.01,4.43
2011,6,10,0.0,19.54,26.63,23.21,8.35
2011,6,11,0.0,19.28,27.51,23.58,8.13
2011,6,12,0.0,18.98,25.84,22.39,7.97
2011,6,13,0.0,18.44,24.76,21.81,7.79
2011,6,14,0.0,19.55,25.8,22.84,7.77
2011,6,15,0.08,20.04,25.08,22.51,5.89
2011,6,16,0.0,19.51,25.39,22.42,7.09
2011,6,17,0.0,19.12,25.75,22.47,7.85
2011,6,18,0.0,19.98,27.65,24.05,8.04
2011,6,19,0.0,21.4,29.24,25.34,7.96
2011,6,20,0.0,21.05,29.44,25.39,8.21
2011,6,21,0.0,21.01,29.27,25.17,8.03
2011,6,22,0.0,20.85,26.51,23.5,8.43
2011,6,23,0.0,20.26,27.36,23.54,8.35
2011,6,24,0.0,20.55,28.08,24.26,8.4
2011,6,25,0.0,20.81,29.52,25.3,8.26
2011,6,26,0.0,20.07,25.72,23.02,5.78
2011,6,27,0.0,19.68,24.0,21.57,8.18
2011,6,28,0.0,18.51,25.79,22.44,8.1
2011,6,29,0.0,19.35,26.86,23.53,7.58
2011,6,30,0.0,20.01,27.25,24.09,7.74
2011,7,1,0.0,21.5,29.19,25.6,7.82
2011,7,2,0.0,22.14,28.86,25.77,7.83
2011,7,3,0.0,21.93,28.58,25.34,8.27
2011,7,4,0.0,20.26,28.65,24.52,7.93
2011,7,5,0.0,21.26,28.59,25.21,7.9
2011,7,6,0.0,22.85,31.4,27.7,7.87
2011,7,7,0.0,23.51,30.65,27.17,7.95
2011,7,8,0.0,22.19,29.27,25.86,7.96
2011,7,9,0.0,21.88,32.31,27.01,8.02
2011,7,10,0.0,23.0,30.94,26.75,8.15
2011,7,11,0.0,22.31,31.15,26.48,8.11
2011,7,12,0.0,22.69,29.33,25.84,7.87
2011,7,13,0.0,22.48,29.92,26.13,7.79
2011,7,14,0.0,22.94,29.62,26.08,7.89
2011,7,15,0.0,22.76,29.94,26.34,7.87
2011,7,16,0.0,23.12,31.3,27.15,7.99
2011,7,17,0.0,23.42,32.75,28.35,7.68
2011,7,18,0.0,23.86,32.03,28.01,8.05
2011,7,19,0.0,24.12,31.92,27.94,7.87
2011,7,20,0.0,25.1,34.56,30.39,7.16
2011,7,21,0.0,23.96,31.58,27.76,7.86
2011,7,22,0.0,22.3,31.6,27.16,8.11
2011,7,23,0.0,23.23,32.71,28.65,7.59
2011,7,24,0.0,24.29,32.26,27.99,7.76
2011,7,25,0.0,23.46,30.8,26.89,7.92
2011,7,26,0.0,22.5,32.57,27.84,7.57
2011,7,27,0.0,24.44,33.37,28.76,7.63
2011,7,28,0.0,24.23,32.06,28.01,7.73
2011,7,29,0.0,23.98,32.26,28.09,7.7
2011,7,30,0.0,24.36,32.87,28.62,7.78
2011,7,31,0.0,23.22,31.9,27.58,7.76
2011,8,1,0.0,23.44,32.85,28.32,7.52
2011,8,2,0.0,24.7,31.96,28.02,7.46
2011,8,3,0.0,23.89,29.64,26.49,7.29
2011,8,4,0.0,24.11,29.64,26.44,7.4
2011,8,5,0.0,23.31,30.55,26.78,7.33
2011,8,6,0.0,23.8,30.32,26.52,7.18
2011,8,7,0.0,23.62,29.48,26.08,7.45
2011,8,8,0.0,23.13,29.37,25.92,7.49
2011,8,9,0.0,22.7,30.92,26.58,7.53
2011,8,10,0.0,23.69,32.64,28.05,7.22
2011,8,11,0.01,22.34,27.9,25.32,5.82
2011,8,12,0.0,21.61,26.22,23.71,6.85
2011,8,13,0.0,22.55,28.6,25.2,7.2
2011,8,14,0.0,22.36,29.56,25.93,7.28
2011,8,15,0.0,22.58,30.37,26.58,7.18
2011,8,16,0.0,23.43,31.08,27.15,6.98
2011,8,17,0.0,23.85,30.57,27.06,7.0
2011,8,18,0.0,23.75,31.23,27.05,6.85
2011,8,19,0.0,23.32,30.0,25.86,6.96
2011,8,20,0.0,21.94,28.02,24.55,7.19
2011,8,21,0.0,21.3,29.62,25.23,7.08
2011,8,22,0.0,21.85,30.9,26.23,6.67
2011,8,23,0.0,22.55,30.84,26.4,7.05
2011,8,24,0.0,22.33,30.55,26.06,7.06
2011,8,25,0.0,22.41,31.42,26.71,6.84
2011,8,26,0.0,22.64,30.61,26.55,6.76
2011,8,27,0.0,22.46,29.26,25.53,6.48
2011,8,28,0.0,22.16,28.33,24.77,6.48
2011,8,29,0.0,22.55,27.64,24.62,6.42
2011,8,30,0.0,22.2,29.95,26.15,6.69
2011,8,31,0.04,22.95,30.35,26.61,6.35
2011,9,1,0.07,23.03,30.16,26.05,6.28
2011,9,2,0.0,23.12,31.24,26.9,6.26
2011,9,3,0.0,23.69,31.21,27.01,5.99
2011,9,4,0.0,23.19,28.38,25.3,6.24
2011,9,5,0.0,21.62,28.65,24.85,6.63
2011,9,6,0.0,21.84,29.84,25.55,6.45
2011,9,7,0.01,22.69,28.95,25.19,6.02
2011,9,8,0.0,22.31,27.74,24.43,6.14
2011,9,9,0.0,21.87,30.46,26.3,6.22
2011,9,10,0.0,23.0,30.84,26.82,6.2
2011,9,11,0.0,22.4,29.88,25.77,6.28
2011,9,12,0.0,22.01,29.21,25.08,6.46
2011,9,13,0.0,21.94,29.38,25.14,6.4
2011,9,14,0.0,21.43,31.25,26.15,6.26
2011,9,15,0.0,22.33,31.48,26.76,6.32
2011,9,16,0.0,22.45,30.05,26.17,6.08
2011,9,17,0.0,21.19,29.03,25.33,5.91
2011,9,18,0.0,22.69,29.98,25.91,5.69
2011,9,19,0.0,22.81,30.62,26.42,5.76
2011,9,20,0.0,23.87,30.44,26.38,5.64
2011,9,21,0.89,21.95,26.56,24.4,4.63
2011,9,22,2.83,20.69,24.73,22.35,3.97
2011,9,23,1.88,20.88,24.61,22.58,3.88
2011,9,24,0.0,20.78,26.17,23.15,5.78
2011,9,25,0.0,20.23,26.28,22.98,5.58
2011,9,26,0.0,20.26,27.67,23.78,5.12
2011,9,27,0.0,20.43,25.92,22.66,4.65
2011,9,28,0.0,19.99,25.57,22.2,4.58
2011,9,29,0.0,19.7,25.24,22.04,4.38
2011,9,30,0.0,19.93,25.51,22.08,5.25
2011,10,1,0.0,18.67,22.73,20.33,4.29
2011,10,2,0.0,18.14,23.35,20.48,4.24
2011,10,3,0.26,18.19,24.01,21.19,4.37
2011,10,4,0.0,19.16,25.6,22.11,4.87
2011,10,5,0.0,18.73,25.44,21.73,5.0
2011,10,6,0.0,19.01,26.57,22.47,5.01
2011,10,7,0.0,20.8,26.48,23.18,4.74
2011,10,8,4.3,19.55,25.08,22.2,4.14
2011,10,9,9.56,19.77,23.69,21.7,1.71
2011,10,10,10.88,16.9,21.19,19.72,3.08
2011,10,11,13.63,15.53,19.34,17.19,3.52
2011,10,12,7.16,15.22,19.91,17.36,3.37
2011,10,13,0.0,16.63,23.69,20.14,4.87
2011,10,14,0.03,18.58,23.47,20.95,4.83
2011,10,15,1.04,18.78,23.12,20.75,3.73
2011,10,16,14.58,16.42,21.12,18.73,2.61
2011,10,17,27.2,13.3,16.38,14.8,0.98
2011,10,18,0.09,12.82,17.74,15.19,4.35
2011,10,19,0.0,13.48,19.72,16.53,4.83
2011,10,20,0.0,15.08,20.4,17.6,4.78
2011,10,21,0.0,14.77,19.07,16.69,4.7
2011,10,22,0.0,14.33,20.81,17.16,4.64
2011,10,23,0.01,15.08,20.5,17.48,3.32
2011,10,24,0.19,15.67,20.26,17.71,3.13
2011,10,25,1.14,15.87,18.37,16.98,1.44
2011,10,26,0.03,15.67,20.32,17.38,3.39
2011,10,27,0.01,15.26,18.48,16.48,2.22
2011,10,28,0.03,15.12,19.55,16.8,3.15
2011,10,29,0.0,14.49,18.45,16.06,2.93
2011,10,30,0.0,13.62,17.01,15.12,2.44
2011,10,31,0.0,14.3,18.15,15.82,2.22
2011,11,1,0.07,14.01,18.23,15.98,2.89
2011,11,2,2.02,13.9,16.51,15.37,1.01
2011,11,3,0.0,13.46,17.6,15.02,2.69
2011,11,4,0.0,13.19,17.81,15.05,2.9
2011,11,5,0.0,12.3,18.23,15.05,3.67
2011,11,6,0.0,12.87,18.41,15.35,3.8
2011,11,7,0.0,13.4,19.75,16.05,3.65
2011,11,8,0.0,13.72,19.42,16.29,3.35
2011,11,9,0.0,14.33,19.07,16.8,2.93
2011,11,10,0.06,17.04,20.41,18.33,3.15
2011,11,11,0.24,15.69,19.84,17.84,3.04
2011,11,12,0.12,11.44,15.47,13.75,1.44
2011,11,13,11.87,10.85,14.06,12.33,1.42
2011,11,14,16.51,11.33,13.48,12.1,1.04
2011,11,15,14.0,11.73,13.52,12.53,0.94
2011,11,16,0.14,11.95,13.84,12.69,2.01
2011,11,17,0.0,10.61,14.51,12.44,1.94
2011,11,18,0.16,10.03,13.34,11.55,1.6
2011,11,19,0.03,10.88,14.32,12.05,2.76
2011,11,20,0.0,10.31,15.76,12.59,3.05
2011,11,21,0.0,10.47,15.87,12.7,2.86
2011,11,22,0.0,11.58,15.42,13.94,2.57
2011,11,23,0.02,15.5,17.3,16.29,2.11
2011,11,24,0.02,12.56,16.79,14.48,2.13
2011,11,25,0.0,11.29,15.38,13.03,1.71
2011,11,26,0.0,10.61,13.7,11.91,1.93
2011,11,27,0.03,10.56,13.74,11.87,2.06
2011,11,28,0.0,9.69,15.64,12.18,3.17
2011,11,29,0.0,10.44,15.4,12.76,2.66
2011,11,30,0.02,12.23,16.42,13.88,2.14
2011,12,1,0.03,11.13,16.37,13.3,2.92
2011,12,2,0.0,10.37,16.12,12.83,3.31
2011,12,3,0.0,12.08,16.69,14.15,3.23
2011,12,4,0.0,12.86,17.05,14.87,2.94
2011,12,5,0.0,13.61,17.08,14.83,2.78
2011,12,6,0.14,13.89,17.69,15.28,2.47
2011,12,7,7.87,13.92,17.0,15.23,1.28
2011,12,8,0.0,12.14,16.44,13.99,3.24
2011,12,9,0.0,9.62,13.65,12.01,2.97
2011,12,10,0.0,9.49,15.8,12.42,3.09
2011,12,11,0.0,12.97,17.05,14.71,2.37
2011,12,12,0.01,13.83,15.85,14.55,2.44
2011,12,13,0.09,13.47,15.51,14.46,1.31
2011,12,14,0.03,13.67,16.38,14.8,2.96
2011,12,15,0.0,12.88,17.82,14.75,3.05
2011,12,16,0.07,12.86,17.52,15.14,2.82
2011,12,17,0.01,12.56,16.93,14.79,1.89
2011,12,18,0.0,14.13,17.14,15.58,1.79
2011,12,19,0.01,14.33,16.67,15.25,1.62
2011,12,20,0.31,12.08,15.22,13.44,2.32
2011,12,21,3.03,11.72,15.12,13.53,1.81
2011,12,22,6.58,10.97,13.89,12.94,1.16
2011,12,23,5.65,10.12,13.2,11.37,2.01
2011,12,24,0.9,9.4,12.38,10.55,1.75
2011,12,25,0.19,8.12,11.61,9.66,1.22
2011,12,26,3.23,8.07,10.67,9.51,0.76
2011,12,27,1.72,9.3,11.69,10.51,0.75
2011,12,28,0.0,10.12,13.83,11.37,1.58
2011,12,29,0.02,9.86,13.72,11.66,2.17
2011,12,30,6.97,11.45,12.94,12.13,1.88
2011,12,31,10.81,11.37,13.37,12.19,1.65
2012,1,1,7.95,9.44,12.23,10.72,1.84
2012,1,2,1.05,8.07,12.13,9.91,2.11
2012,1,3,0.0,7.75,12.44,10.05,3.0
2012,1,4,0.01,9.9,12.82,11.04,3.04
2012,1,5,0.06,10.4,13.94,11.74,2.68
2012,1,6,12.71,10.46,14.87,13.26,1.68
2012,1,7,6.79,10.73,13.41,11.65,1.94
2012,1,8,5.4,9.74,12.9,11.1,2.08
2012,1,9,31.88,9.08,13.59,11.46,1.52
2012,1,10,13.8,7.9,9.7,8.72,1.64
2012,1,11,6.89,7.41,9.17,8.05,1.35
2012,1,12,12.47,7.58,9.96,8.62,0.91
2012,1,13,0.02,7.76,13.04,10.3,2.53
2012,1,14,0.05,11.6,14.52,12.95,2.55
2012,1,15,10.23,8.47,13.69,11.94,1.35
2012,1,16,0.43,6.54,9.91,8.23,2.09
2012,1,17,0.49,6.06,8.44,7.03,1.81
2012,1,18,0.16,5.58,9.74,7.32,2.15
2012,1,19,0.0,6.1,10.33,7.69,2.48
2012,1,20,0.04,6.51,13.51,10.35,3.05
2012,1,21,11.63,9.74,13.79,12.2,1.25
2012,1,22,0.14,8.12,12.63,10.23,3.61
2012,1,23,0.06,9.28,14.74,12.08,2.08
2012,1,24,1.29,12.08,14.58,13.09,2.14
2012,1,25,3.48,10.73,14.59,12.9,2.29
2012,1,26,4.83,8.7,11.43,9.92,2.53
2012,1,27,2.54,7.23,10.51,8.69,2.17
2012,1,28,2.66,6.76,10.29,8.54,1.2
2012,1,29,11.58,7.73,9.76,8.66,1.43
2012,1,30,17.98,7.15,9.73,8.52,1.35
2012,1,31,1.61,4.94,6.95,5.62,1.16
2012,2,1,0.09,4.21,7.69,5.65,2.15
2012,2,2,1.2,5.83,12.3,9.65,1.66
2012,2,3,0.08,10.31,13.98,12.06,2.67
2012,2,4,0.03,10.9,14.3,12.58,3.52
2012,2,5,0.0,10.64,14.68,12.71,3.68
2012,2,6,2.57,9.81,14.95,13.1,1.7
2012,2,7,6.54,10.12,12.22,10.9,2.36
2012,2,8,21.69,9.04,12.02,10.48,2.08
2012,2,9,13.09,7.62,9.02,8.28,2.02
2012,2,10,8.98,7.76,10.08,9.09,2.2
2012,2,11,0.08,9.33,12.37,10.62,3.66
2012,2,12,10.04,10.59,13.44,12.09,2.02
2012,2,13,0.02,10.1,15.5,12.94,3.29
2012,2,14,4.18,9.25,12.62,11.12,2.77
2012,2,15,1.88,8.85,12.04,10.35,3.42
2012,2,16,5.71,9.31,12.63,10.68,2.74
2012,2,17,0.45,6.12,9.94,7.55,3.38
2012,2,18,0.0,5.82,10.31,7.69,3.34
2012,2,19,0.0,6.83,12.61,9.53,4.44
2012,2,20,0.02,8.72,12.19,10.26,3.06
2012,2,21,0.03,9.91,12.8,11.16,4.03
2012,2,22,16.57,10.37,11.96,11.23,0.84
2012,2,23,14.54,11.32,13.35,12.31,1.13
2012,2,24,10.12,9.84,13.65,11.9,2.82
2012,2,25,0.0,9.43,16.11,12.7,4.83
2012,2,26,0.1,10.95,15.12,12.65,4.15
2012,2,27,16.05,11.02,13.83,12.48,2.54
2012,2,28,10.2,5.18,11.48,7.7,2.22
2012,2,29,11.98,4.66,11.44,8.1,2.98
2012,3,1,1.38,5.58,7.48,6.48,2.43
2012,3,2,1.31,5.55,10.31,7.95,3.68
2012,3,3,0.0,8.7,16.34,12.23,5.21
2012,3,4,0.0,10.37,14.77,12.44,4.77
2012,3,5,0.71,10.23,14.23,12.27,3.86
2012,3,6,1.21,11.49,14.38,12.62,4.29
2012,3,7,0.0,11.34,15.77,13.55,4.45
2012,3,8,0.0,11.12,15.37,13.08,5.27
2012,3,9,0.0,11.27,16.32,13.5,5.17
2012,3,10,0.0,10.79,18.15,14.11,2.88
2012,3,11,0.35,11.48,15.64,13.45,3.08
2012,3,12,14.62,9.87,13.39,11.29,1.38
2012,3,13,36.04,7.47,9.99,9.02,1.53
2012,3,14,2.8,7.51,11.31,9.38,1.56
2012,3,15,0.0,8.68,14.4,11.47,5.6
2012,3,16,0.0,8.31,12.56,10.57,4.08
2012,3,17,0.0,7.93,14.71,11.3,5.48
2012,3,18,0.0,10.26,14.86,12.46,5.59
2012,3,19,0.0,11.56,15.4,13.33,5.57
2012,3,20,0.0,11.05,17.02,13.6,6.07
2012,3,21,0.0,11.15,18.69,14.51,5.8
2012,3,22,0.0,11.67,17.8,14.36,5.96
2012,3,23,0.0,11.23,17.95,14.13,4.94
2012,3,24,0.01,10.74,17.48,14.43,4.16
2012,3,25,0.01,12.83,18.37,15.08,5.8
2012,3,26,0.0,12.3,17.38,14.74,6.02
2012,3,27,0.0,11.33,16.34,13.85,5.18
2012,3,28,0.0,10.73,17.25,13.56,5.46
2012,3,29,0.0,10.34,15.74,13.15,6.08
2012,3,30,0.0,10.29,15.89,13.14,6.18
2012,3,31,0.0,11.19,16.83,13.87,6.29
2012,4,1,0.0,11.4,17.37,14.15,5.95
2012,4,2,0.0,12.21,18.08,15.22,6.25
2012,4,3,0.0,12.66,16.43,14.49,6.25
2012,4,4,0.0,13.19,17.17,15.23,4.89
2012,4,5,0.0,14.68,17.98,15.9,4.87
2012,4,6,0.0,14.79,25.16,19.56,6.05
2012,4,7,0.0,14.83,23.79,19.31,6.51
2012,4,8,0.01,13.43,20.37,16.64,6.81
2012,4,9,4.31,11.17,16.22,13.8,3.96
2012,4,10,15.2,9.75,14.3,11.93,3.78
2012,4,11,0.01,9.6,15.73,12.8,5.71
2012,4,12,0.0,11.38,17.01,14.33,6.67
2012,4,13,0.05,13.84,18.22,16.0,5.14
2012,4,14,2.32,13.46,18.1,16.21,3.85
2012,4,15,0.0,12.77,17.39,14.91,6.8
2012,4,16,0.0,12.59,17.66,15.08,6.91
2012,4,17,0.01,13.76,17.91,15.69,4.66
2012,4,18,1.85,13.0,16.15,14.62,4.91
2012,4,19,0.0,12.7,16.98,14.68,6.8
2012,4,20,0.01,12.05,19.08,15.12,6.95
2012,4,21,0.0,12.73,19.35,16.08,7.36
2012,4,22,0.0,12.01,19.03,15.58,7.52
2012,4,23,0.0,12.65,19.8,16.51,7.47
2012,4,24,0.0,14.41,21.98,17.49,5.3
2012,4,25,0.0,14.17,21.44,17.52,7.18
2012,4,26,0.0,14.44,23.44,18.53,7.71
2012,4,27,0.0,13.65,22.08,17.88,7.55
2012,4,28,0.0,14.0,21.35,17.87,7.39
2012,4,29,0.0,13.9,21.4,17.42,7.41
2012,4,30,0.0,14.88,23.73,19.15,7.33
2012,5,1,0.0,15.16,23.85,19.39,7.19
2012,5,2,0.0,15.79,23.28,19.3,7.34
2012,5,3,0.0,16.4,25.02,20.79,7.37
2012,5,4,0.0,16.74,24.94,20.88,7.57
2012,5,5,0.0,15.39,23.0,19.02,7.87
2012,5,6,0.0,15.72,24.33,19.98,7.86
2012,5,7,0.0,17.01,25.76,21.3,7.77
2012,5,8,0.0,18.12,26.02,21.95,6.59
2012,5,9,0.0,18.39,26.55,22.32,7.74
2012,5,10,0.0,17.02,23.18,20.0,7.45
2012,5,11,0.0,16.24,22.76,19.58,6.84
2012,5,12,0.0,16.83,21.37,18.91,5.68
2012,5,13,0.0,17.69,23.93,20.72,7.12
2012,5,14,0.0,17.63,24.89,21.09,7.22
2012,5,15,0.0,17.76,22.26,19.81,7.44
2012,5,16,0.0,16.33,21.7,18.83,7.68
2012,5,17,0.1,15.4,20.87,18.19,6.0
2012,5,18,0.92,14.16,18.92,16.26,5.6
2012,5,19,2.01,14.87,20.94,18.04,7.21
2012,5,20,0.0,16.99,23.05,19.78,7.85
2012,5,21,0.0,15.99,20.53,18.31,5.06
2012,5,22,0.0,16.98,25.84,20.83,6.76
2012,5,23,0.0,15.58,22.55,19.0,7.84
2012,5,24,0.1,16.44,21.57,18.68,6.8
2012,5,25,0.0,15.44,22.29,19.11,7.49
2012,5,26,0.0,17.08,23.54,20.3,7.7
2012,5,27,0.0,18.07,23.14,20.48,7.76
2012,5,28,0.0,17.19,23.92,20.44,7.91
2012,5,29,0.0,15.74,23.91,19.9,7.45
2012,5,30,0.01,16.83,23.44,20.3,7.11
2012,5,31,0.0,16.92,23.94,20.52,7.89
2012,6,1,0.05,16.85,24.15,20.81,8.15
2012,6,2,0.01,18.5,24.84,21.83,6.4
2012,6,3,0.0,19.0,26.24,22.68,8.01
2012,6,4,0.0,19.13,27.33,23.62,8.21
2012,6,5,0.0,20.02,26.06,23.29,8.19
2012,6,6,0.0,18.42,26.51,22.58,8.34
2012,6,7,0.0,18.71,26.52,22.68,8.1
2012,6,8,0.0,18.76,26.49,22.81,8.29
2012,6,9,0.0,19.39,28.05,23.79,8.41
2012,6,10,0.0,19.69,28.22,24.26,8.39
2012,6,11,0.0,21.18,29.68,25.81,8.18
2012,6,12,0.0,22.77,31.41,27.07,8.26
2012,6,13,0.0,21.49,31.94,26.98,8.31
2012,6,14,0.0,23.21,32.66,27.83,8.29
2012,6,15,0.0,22.73,30.47,26.31,8.22
2012,6,16,0.0,22.15,28.89,25.23,8.0
2012,6,17,0.0,21.73,28.15,24.71,7.64
2012,6,18,0.0,21.26,27.31,23.98,7.87
2012,6,19,0.0,20.82,27.58,24.09,7.96
2012,6,20,0.0,21.7,27.86,24.6,7.92
2012,6,21,0.0,21.48,28.83,24.96,8.01
2012,6,22,0.0,21.25,29.15,25.32,8.47
2012,6,23,0.0,21.87,30.53,26.48,8.15
2012,6,24,0.0,22.4,30.68,26.31,8.09
2012,6,25,0.0,22.73,29.3,25.9,8.04
2012,6,26,0.0,23.04,32.46,27.95,7.88
2012,6,27,0.0,23.28,31.49,26.89,7.77
2012,6,28,0.0,22.3,28.01,24.83,7.89
2012,6,29,0.0,21.26,27.99,24.53,8.37
2012,6,30,0.0,21.35,29.42,25.49,8.25
2012,7,1,0.0,21.88,29.51,25.51,8.2
2012,7,2,0.0,21.48,28.65,24.81,8.13
2012,7,3,0.0,21.43,28.92,24.93,8.08
2012,7,4,0.0,21.13,28.94,25.15,8.28
2012,7,5,0.0,20.94,30.67,26.36,8.02
2012,7,6,0.0,23.24,31.69,27.72,7.8
2012,7,7,0.0,24.25,31.19,27.49,7.62
2012,7,8,0.0,23.93,31.13,27.33,7.6
2012,7,9,0.0,24.68,30.85,27.38,7.63
2012,7,10,0.0,24.07,30.91,27.35,7.61
2012,7,11,0.0,24.58,32.53,28.48,7.36
2012,7,12,0.0,24.94,33.1,29.15,7.71
2012,7,13,0.0,25.55,36.52,31.19,7.77
2012,7,14,0.0,26.14,34.76,30.25,7.71
2012,7,15,0.0,24.98,33.74,29.11,7.91
2012,7,16,0.0,25.19,34.37,29.85,7.84
2012,7,17,0.0,25.39,33.78,29.0,7.62
2012,7,18,0.0,23.78,29.83,26.45,7.49
2012,7,19,0.0,23.8,29.16,26.12,7.82
2012,7,20,0.0,23.31,29.32,26.12,8.01
2012,7,21,0.0,23.02,31.05,27.01,7.68
2012,7,22,0.0,24.2,32.02,27.9,7.94
2012,7,23,0.0,23.49,31.69,27.27,7.35
2012,7,24,0.0,23.62,34.08,28.93,7.67
2012,7,25,0.0,24.04,32.61,27.92,7.71
2012,7,26,0.0,22.99,32.73,28.0,7.67
2012,7,27,0.0,23.68,32.76,28.33,7.57
2012,7,28,0.0,25.12,31.82,28.23,7.34
2012,7,29,0.0,26.28,32.2,29.05,7.34
2012,7,30,0.0,25.59,33.06,29.05,7.27
2012,7,31,0.0,25.12,32.27,28.46,7.35
2012,8,1,0.0,24.57,30.05,27.11,7.39
2012,8,2,0.0,24.06,30.56,27.13,7.21
2012,8,3,0.0,24.25,31.34,27.8,7.13
2012,8,4,0.0,24.08,31.76,28.17,7.32
2012,8,5,0.0,24.55,32.37,28.32,7.39
2012,8,6,0.0,25.06,32.45,28.57,7.53
2012,8,7,0.0,25.52,32.48,28.83,7.4
2012,8,8,0.0,25.26,33.26,29.18,7.11
2012,8,9,0.0,25.37,33.16,29.05,7.06
2012,8,10,0.0,25.19,32.05,28.27,6.93
2012,8,11,0.0,24.35,32.36,28.32,6.97
2012,8,12,0.0,23.68,30.68,27.26,6.97
2012,8,13,0.0,23.59,30.54,27.33,7.11
2012,8,14,0.0,24.48,31.76,27.87,7.08
2012,8,15,0.0,24.11,31.26,27.63,7.08
2012,8,16,0.0,24.22,31.86,27.81,7.0
2012,8,17,0.0,24.05,32.01,27.88,6.96
2012,8,18,0.0,24.29,30.03,26.58,6.78
2012,8,19,0.0,23.61,28.44,25.64,6.92
2012,8,20,0.0,23.15,28.6,25.54,6.77
2012,8,21,0.0,22.59,30.01,26.08,7.02
2012,8,22,0.0,22.94,31.79,27.44,7.04
2012,8,23,0.0,24.32,33.21,28.45,6.99
2012,8,24,0.0,24.51,33.51,28.74,6.94
2012,8,25,0.0,24.27,32.43,28.42,7.09
2012,8,26,0.0,24.33,32.84,28.58,6.88
2012,8,27,0.0,25.05,34.16,29.19,6.54
2012,8,28,0.0,23.39,28.4,25.62,6.37
2012,8,29,0.0,22.36,26.62,24.12,7.1
2012,8,30,0.0,22.13,28.6,24.88,6.97
2012,8,31,0.0,22.08,28.82,24.92,6.85
2012,9,1,0.0,21.76,29.72,25.2,6.84
2012,9,2,0.0,22.1,29.06,24.87,6.75
2012,9,3,0.0,21.55,29.01,24.71,6.64
2012,9,4,0.0,21.15,28.26,24.26,6.62
2012,9,5,0.0,22.51,31.2,26.43,6.53
2012,9,6,0.0,22.27,30.61,26.2,6.54
2012,9,7,0.0,22.97,29.25,25.5,6.08
2012,9,8,0.0,22.08,26.73,23.95,5.9
2012,9,9,0.0,21.63,27.48,24.02,6.22
2012,9,10,0.0,21.58,27.6,24.03,6.31
2012,9,11,0.0,20.96,26.42,23.27,5.86
2012,9,12,0.0,20.48,26.9,23.69,5.92
2012,9,13,0.0,21.78,28.06,24.52,5.68
2012,9,14,0.0,21.33,28.74,24.74,5.74
2012,9,15,0.01,22.7,29.0,25.56,5.69
2012,9,16,1.63,22.11,27.4,24.67,4.46
2012,9,17,4.9,22.05,27.95,24.83,5.45
2012,9,18,0.0,21.71,27.73,24.63,5.43
2012,9,19,0.05,21.56,27.77,24.51,5.53
2012,9,20,0.0,21.92,28.79,24.98,5.7
2012,9,21,0.0,22.51,28.94,25.13,5.62
2012,9,22,0.0,20.58,26.48,23.12,5.66
2012,9,23,0.0,19.76,27.04,22.63,5.89
2012,9,24,0.0,19.26,27.83,23.33,5.99
2012,9,25,0.0,21.52,30.3,25.5,5.62
2012,9,26,0.0,22.51,32.16,26.94,5.57
2012,9,27,0.0,22.23,30.13,25.98,5.39
2012,9,28,0.0,22.44,29.13,25.37,5.41
2012,9,29,0.0,22.09,30.23,25.57,5.34
2012,9,30,0.0,21.9,29.56,24.98,5.41
2012,10,1,0.0,20.87,28.66,24.51,5.24
2012,10,2,0.0,21.01,28.65,24.82,5.22
2012,10,3,0.03,21.99,29.26,25.46,4.93
2012,10,4,0.01,21.52,28.27,24.49,5.01
2012,10,5,0.05,20.99,26.44,23.32,4.73
2012,10,6,0.0,20.79,26.85,23.52,4.69
2012,10,7,0.0,20.41,27.36,23.64,4.98
2012,10,8,2.64,20.33,26.12,23.25,4.58
2012,10,9,13.39,20.55,23.59,22.01,3.57
